stage,stiffness_n_per_m32,dissipation_s_per_m,duration_s,duration_residual_s,trace_rmse,objective,passive
grid,2113489.0398366475,0.0,0.0033381685966336113,0.0023381685966336113,0.4260995421703236,93.95284340751476,True
grid,2238721.138568338,0.0,0.0032621826006907603,0.0022621826006907603,0.42533519945756537,90.91263922708798,True
grid,2371373.7056616554,0.0,0.0031879262571427648,0.0021879262571427647,0.42452859306426416,87.94157887877485,True
grid,2511886.4315095823,0.0,0.00311536019429351,0.00211536019429351,0.4236777655310984,85.03808553727148,True
grid,2660725.059798809,0.0,0.0030444459366558373,0.0020444459366558373,0.4227807493651346,82.20061821559862,True
grid,2818382.931264455,0.0,0.0029751458845518023,0.0019751458845518022,0.4218355884402291,79.42767097051232,True
grid,2985382.618917957,0.0,0.0029074232941762816,0.0019074232941762815,0.4208403655554453,76.71777213260671,True
grid,3162277.6601683795,0.0,0.0028412422581156785,0.0018412422581156784,0.4197932376808735,74.06948356230801,True
grid,3349654.3915782794,0.0,0.0027765676863084525,0.0017765676863084525,0.4186924808078875,71.481399933146,True
grid,3548133.892335753,0.0,0.0027133652874406547,0.0017133652874406547,0.4175365468123854,68.95214804443857,True
grid,3758374.0428844434,0.0,0.0026516015507638867,0.0016516015507638867,0.4163241353645599,66.48038616592002,True
grid,3981071.7055349695,0.0,0.0025912437283273134,0.0015912437283273134,0.41505428471569744,64.06480341780824,True
grid,4216965.034285823,0.0,0.0025322598176145588,0.0015322598176145587,0.4137264862115575,61.704119190793904,True
grid,4466835.921509635,0.0,0.0024746185445754525,0.0014746185445754525,0.4123408286883428,59.39708261170644,True
grid,4731512.589614803,0.0,0.0024182893470440147,0.0014182893470440147,0.41089818058657007,57.14247206234716,True
grid,5011872.336272725,0.0,0.00236324235853417,0.00136324235853417,0.40940041978180347,54.9390947611486,True
grid,5308844.442309879,0.0,0.002309448392403794,0.0013094483924037939,0.4078507239247794,52.78578642007653,True
