case_id,dataset_id,dataset_version,expected,friction_coefficient,incident_speed_m_s,impact_angle_degrees,kinetic_energy_after_j,kinetic_energy_before_j,lifecycle,metric,normal_restitution,normal_impulse_ns,normalized_path,normalized_sha256,normalized_residual,point_id,predicted,raw_extracted_path,raw_extracted_sha256,regime,sample_phase,series_id,source_locator,standard_uncertainty,tangential_impulse_ns,unit,series_mean_squared_normalized_residual
billiard_alpha1_030,domenech_2023_ball_collision,1.0.0,43.011738,0.1,0.8,47.220718,0.41084790099509094,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.5351906447383384,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-5.286300470290611,billiard_alpha1_030,41.927057804069655,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.20518701160222108,-0.053519064473833845,degree,234.08979248066544
billiard_alpha1_031,domenech_2023_ball_collision,1.0.0,39.957422,0.1,0.8,48.128668,0.4113927753693999,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.5259585232385678,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,5.039327715462407,billiard_alpha1_031,41.04682557328784,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.21618033888631039,-0.05259585232385679,degree,234.08979248066544
billiard_alpha1_032,domenech_2023_ball_collision,1.0.0,41.483431,0.1,0.8,49.014459,0.41193518169619187,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.5168244187699933,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-12.925968929222401,billiard_alpha1_032,40.18730457659843,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.10027305732349046,-0.05168244187699933,degree,234.08979248066544
billiard_alpha1_033,domenech_2023_ball_collision,1.0.0,41.484605,0.1,0.8,51.104769,0.4132575922473666,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.4947838435357413,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-33.21979883107731,billiard_alpha1_033,38.15620212216439,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.10019334839324416,-0.04947838435357413,degree,234.08979248066544
billiard_alpha1_034,domenech_2023_ball_collision,1.0.0,35.382378,0.1,0.8,51.708166,0.4136504099877904,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.48829773496982165,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,16.727197866914146,billiard_alpha1_034,37.5692203133351,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.13073572338500292,-0.04882977349698217,degree,234.08979248066544
billiard_alpha1_035,domenech_2023_ball_collision,1.0.0,38.121393,0.1,0.8,52.008524,0.41384779689283113,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.48504885693024447,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-8.35031377945832,billiard_alpha1_035,37.27692726818588,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.10112982028190301,-0.04850488569302445,degree,234.08979248066544
billiard_alpha1_036,domenech_2023_ball_collision,1.0.0,35.670009,0.1,0.8,53.85763,0.41509005457734227,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.4647574367718114,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-1.9292745764631176,billiard_alpha1_036,35.47599968643609,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.10056075787801125,-0.046475743677181144,degree,234.08979248066544
billiard_alpha1_037,domenech_2023_ball_collision,1.0.0,32.940616,0.1,0.8,56.552354,0.4169836279165126,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.43432573617572096,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-0.7715115670922681,billiard_alpha1_037,32.84735655684015,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.12087886577168898,-0.0434325736175721,degree,234.08979248066544
billiard_alpha1_038,domenech_2023_ball_collision,1.0.0,30.295704,0.1,0.8,57.529459,0.4176945233460349,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.4230503308667605,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,15.965652537140548,billiard_alpha1_038,31.89312444854983,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.10005356466538312,-0.042305033086676054,degree,234.08979248066544
billiard_alpha1_039,domenech_2023_ball_collision,1.0.0,29.054943,0.1,0.8,60.267976,0.4197553519478825,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.39080394309820904,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,1.6102547946057701,billiard_alpha1_039,29.215977254594826,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.10000544953151304,-0.03908039430982091,degree,234.08979248066544
billiard_alpha1_040,domenech_2023_ball_collision,1.0.0,27.817729,0.1,0.8,63.0014,0.4219119571585013,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.3577273578275227,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-12.77138089301679,billiard_alpha1_040,26.540234699894572,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.10002789133036846,-0.03577273578275227,degree,234.08979248066544
billiard_alpha1_041,domenech_2023_ball_collision,1.0.0,24.038148,0.1,0.8,63.096032,0.4219883840149482,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.3565672178601384,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,20.512105837389324,billiard_alpha1_041,26.447541941758253,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.11746204708862348,-0.03565672178601384,degree,234.08979248066544
billiard_alpha1_042,domenech_2023_ball_collision,1.0.0,22.990182,0.1,0.8,65.688823,0.42412776796923735,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.3244134088248798,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,7.248585608396169,billiard_alpha1_042,23.906521602218763,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.12641633164370022,-0.03244134088248798,degree,234.08979248066544
billiard_alpha1_043,domenech_2023_ball_collision,1.0.0,20.753007,0.1,0.8,66.658336,0.42495002612917654,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.3122160553696251,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,21.964038319530317,billiard_alpha1_043,22.955734930094547,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.10028792966254714,-0.031221605536962512,degree,234.08979248066544
billiard_alpha1_044,domenech_2023_ball_collision,1.0.0,20.370678,0.1,0.8,69.391627,0.42733226732968954,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.27735900838367106,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-0.9622039890010136,billiard_alpha1_044,20.273585266522737,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.10090660045804735,-0.027735900838367106,degree,234.08979248066544
billiard_alpha1_045,domenech_2023_ball_collision,1.0.0,18.815298,0.1,0.8,70.546807,0.42836705686558363,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.2624328958918761,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,1.604092173000544,billiard_alpha1_045,19.139348057126007,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.2020146114919661,-0.026243289589187608,degree,234.08979248066544
billiard_alpha1_046,domenech_2023_ball_collision,1.0.0,20.654575,0.1,0.8,71.566311,0.42929385866660563,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.2491710421147815,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-12.917735489394946,billiard_alpha1_046,18.138024771524098,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.1948135747586651,-0.02491710421147815,degree,234.08979248066544
billiard_alpha1_047,domenech_2023_ball_collision,1.0.0,18.098242,0.1,0.8,72.28702,0.4299566044542484,0.44800000000000006,spent,cue_scattering_angle_degrees,0.97,0.2397481116196857,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-5.554172533612076,billiard_alpha1_047,17.430006144254946,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_alpha1,Fig. 6 experimental markers,0.12031240507944307,-0.023974811161968573,degree,234.08979248066544
billiard_delta2_001,domenech_2023_ball_collision,1.0.0,0.990626,0.1,0.8,7.71666,0.39758656766537004,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.7808640283478412,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-2.211732629928175,billiard_delta2_001,0.7692890082773532,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10007402736099913,-0.07808640283478413,degree,44.48217111408977
billiard_delta2_002,domenech_2023_ball_collision,1.0.0,0.945214,0.1,0.8,9.749083,0.39779538441503737,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.7766203102199427,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,0.24340838043200763,billiard_delta2_002,0.9701180911888885,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10231402528001722,-0.07766203102199427,degree,44.48217111408977
billiard_delta2_003,domenech_2023_ball_collision,1.0.0,1.697166,0.1,0.8,10.599396,0.39789728844851,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.7745545831577085,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-6.3873439000131516,billiard_delta2_003,1.0537853970252495,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.1007274092402361,-0.07745545831577086,degree,44.48217111408977
billiard_delta2_004,domenech_2023_ball_collision,1.0.0,1.341788,0.1,0.8,12.407309,0.39814258003430947,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.7695961634196048,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-1.09558082879322,billiard_delta2_004,1.230867249903796,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10124378519691962,-0.07695961634196048,degree,44.48217111408977
billiard_delta2_005,domenech_2023_ball_collision,1.0.0,0.991,0.1,0.8,14.29432,0.39844032353892006,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.763603687701086,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,4.231069456924674,billiard_delta2_005,1.4143623326573522,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.1000603599084073,-0.0763603687701086,degree,44.48217111408977
billiard_delta2_006,domenech_2023_ball_collision,1.0.0,2.017206,0.1,0.8,14.947646,0.39855338708884464,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.7613355920385345,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-5.396566051947577,billiard_delta2_006,1.477538651401502,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10000199078518389,-0.07613355920385345,degree,44.48217111408977
billiard_delta2_007,domenech_2023_ball_collision,1.0.0,1.93753,0.1,0.8,16.799788,0.3989019602910046,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.7543686067735358,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-2.5077149931467946,billiard_delta2_007,1.6555490179721961,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.11244538665614522,-0.07543686067735358,degree,44.48217111408977
billiard_delta2_008,domenech_2023_ball_collision,1.0.0,2.364035,0.1,0.8,17.938982,0.39913704603518496,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.749691434527033,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-5.997204974928895,billiard_delta2_008,1.7641750689398064,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10002324975849365,-0.07496914345270331,degree,44.48217111408977
billiard_delta2_009,domenech_2023_ball_collision,1.0.0,1.681394,0.1,0.8,19.731645,0.3995390964196883,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.7417319656213925,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,2.5209261050271823,billiard_delta2_009,1.933658085083934,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10006802047107757,-0.07417319656213926,degree,44.48217111408977
billiard_delta2_010,domenech_2023_ball_collision,1.0.0,2.72421,0.1,0.8,20.567229,0.3997399866102733,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.7377733706217365,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-7.0209519117807275,billiard_delta2_010,2.012008819091321,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10143940449352018,-0.07377733706217365,degree,44.48217111408977
billiard_delta2_011,domenech_2023_ball_collision,1.0.0,2.360688,0.1,0.8,22.219341,0.4001625863544371,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.7294854734127745,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-1.9504722265902128,billiard_delta2_011,2.165626955904338,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10000708620017884,-0.07294854734127745,degree,44.48217111408977
billiard_delta2_012,domenech_2023_ball_collision,1.0.0,2.326433,0.1,0.8,23.988505,0.40065277304342267,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.7199381083385054,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,0.016264079409652743,billiard_delta2_012,2.3280970296752157,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10231317944917948,-0.07199381083385054,degree,44.48217111408977
billiard_delta2_013,domenech_2023_ball_collision,1.0.0,3.0892,0.1,0.8,25.157919,0.4009983078034848,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.713249944006158,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-6.3840993992582975,billiard_delta2_013,2.4342616677078563,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10258899358118298,-0.07132499440061581,degree,44.48217111408977
billiard_delta2_014,domenech_2023_ball_collision,1.0.0,2.348309,0.1,0.8,25.995068,0.4012562477233075,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.7082794409057359,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,1.5985814045190507,billiard_delta2_014,2.50963217186175,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10091645718241402,-0.0708279440905736,degree,44.48217111408977
billiard_delta2_015,domenech_2023_ball_collision,1.0.0,2.707698,0.1,0.8,27.634272,0.40178703023842893,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.6981099211719842,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-0.5207313600633804,billiard_delta2_015,2.6556241721018496,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10000132869242288,-0.06981099211719842,degree,44.48217111408977
billiard_delta2_016,domenech_2023_ball_collision,1.0.0,1.681073,0.1,0.8,27.918052,0.40188239153015054,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.6962911077635845,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,9.988023602046859,billiard_delta2_016,2.680677879644064,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.1000803481721062,-0.06962911077635846,degree,44.48217111408977
billiard_delta2_017,domenech_2023_ball_collision,1.0.0,3.510181,0.1,0.8,29.40971,0.4024005859940231,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.6864509162898711,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-6.904577560818087,billiard_delta2_017,2.811259072170504,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10122587829206522,-0.06864509162898712,degree,44.48217111408977
billiard_delta2_018,domenech_2023_ball_collision,1.0.0,2.706183,0.1,0.8,29.718892,0.4025115668046135,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.6843528634488721,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,1.318968767158209,billiard_delta2_018,2.8380864582123593,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10000498988050548,-0.06843528634488721,degree,44.48217111408977
billiard_delta2_019,domenech_2023_ball_collision,1.0.0,3.396054,0.1,0.8,31.262992,0.4030842761669585,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.6735778415865221,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-4.251926268050368,billiard_delta2_019,2.970797307955497,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.1000150673448756,-0.06735778415865222,degree,44.48217111408977
billiard_delta2_020,domenech_2023_ball_collision,1.0.0,2.016322,0.1,0.8,31.542543,0.4031912604304846,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.6715745492898826,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,9.782679560772086,billiard_delta2_020,2.994593074607057,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.1000003187807419,-0.06715745492898827,degree,44.48217111408977
billiard_delta2_021,domenech_2023_ball_collision,1.0.0,3.358444,0.1,0.8,33.315133,0.4038932910988844,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.6585019112642796,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-2.079955274551327,billiard_delta2_021,3.143775029921429,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10320845486683734,-0.06585019112642797,degree,44.48217111408977
