case_id,dataset_id,dataset_version,expected,friction_coefficient,incident_speed_m_s,impact_angle_degrees,kinetic_energy_after_j,kinetic_energy_before_j,lifecycle,metric,normal_restitution,normal_impulse_ns,normalized_path,normalized_sha256,normalized_residual,point_id,predicted,raw_extracted_path,raw_extracted_sha256,regime,sample_phase,series_id,source_locator,standard_uncertainty,tangential_impulse_ns,unit,series_mean_squared_normalized_residual
billiard_delta2_022,domenech_2023_ball_collision,1.0.0,4.101753,0.1,0.8,34.138792,0.40423346625224477,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.6522122854432381,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-8.818564913896983,billiard_delta2_022,3.212067044201901,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.1008878388360064,-0.06522122854432381,degree,44.48217111408977
billiard_delta2_023,domenech_2023_ball_collision,1.0.0,3.728081,0.1,0.8,35.955875,0.4050154644129894,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.6378619056679345,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-3.636726608584194,billiard_delta2_023,3.360332493948554,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10112074555821868,-0.06378619056679345,degree,44.48217111408977
billiard_delta2_024,domenech_2023_ball_collision,1.0.0,2.954959,0.1,0.8,36.052,0.4050580457372912,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.6370847649782867,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,4.131083405568288,billiard_delta2_024,3.368082001640773,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10000354896827414,-0.06370847649782867,degree,44.48217111408977
billiard_delta2_025,domenech_2023_ball_collision,1.0.0,4.060973,0.1,0.8,37.680392,0.40579799669800914,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.6236490195748048,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-5.57939308698936,billiard_delta2_025,3.497888106774157,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10092224807370277,-0.062364901957480484,degree,44.48217111408977
billiard_delta2_026,domenech_2023_ball_collision,1.0.0,4.77772,0.1,0.8,38.515404,0.4061911044170511,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.6165633229683236,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-12.142693689649308,billiard_delta2_026,3.5633502274948063,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10000826863814813,-0.061656332296832365,degree,44.48217111408977
billiard_delta2_027,domenech_2023_ball_collision,1.0.0,3.743234,0.1,0.8,39.676912,0.40675340099230495,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.6064896304911298,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-0.9009894742316639,billiard_delta2_027,3.6531349636480903,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.1000000987012013,-0.060648963049112985,degree,44.48217111408977
billiard_delta2_028,domenech_2023_ball_collision,1.0.0,4.777524,0.1,0.8,40.327093,0.4070760460169127,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.6007415728528531,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-10.746709493906021,billiard_delta2_028,3.702735040808823,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10001098101708633,-0.06007415728528531,degree,44.48217111408977
billiard_delta2_029,domenech_2023_ball_collision,1.0.0,4.762452,0.1,0.8,42.297319,0.40808844826335033,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.5828541177341182,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-9.001287128391853,billiard_delta2_029,3.850074043220905,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10136083248597558,-0.05828541177341182,degree,44.48217111408977
billiard_delta2_030,domenech_2023_ball_collision,1.0.0,3.052486,0.1,0.8,44.229335,0.40913209706420806,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.5646442135637291,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,9.376154178130642,billiard_delta2_030,3.9901014178130643,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.1,-0.05646442135637291,degree,44.48217111408977
billiard_delta2_031,domenech_2023_ball_collision,1.0.0,5.113917,0.1,0.8,45.144403,0.40964405344810717,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.5557940595406312,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-10.584598442773062,billiard_delta2_031,4.054838328135057,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10005846490927194,-0.055579405954063126,degree,44.48217111408977
billiard_delta2_032,domenech_2023_ball_collision,1.0.0,3.307786,0.1,0.8,46.71749,0.4105507435571729,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.5402497760173144,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,7.69898645618363,billiard_delta2_032,4.163685154193289,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.11117036756258387,-0.054024977601731444,degree,44.48217111408977
billiard_delta2_033,domenech_2023_ball_collision,1.0.0,3.745101,0.1,0.8,47.855737,0.41122780440452733,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.528747701516398,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,4.952793962677575,billiard_delta2_033,4.240480186406095,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10002014825148982,-0.052874770151639806,degree,44.48217111408977
billiard_delta2_034,domenech_2023_ball_collision,1.0.0,4.779466,0.1,0.8,48.740707,0.41176640966585054,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.5196605869347393,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-4.80434706816825,billiard_delta2_034,4.299026199154979,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10000106029562889,-0.05196605869347393,degree,44.48217111408977
billiard_delta2_035,domenech_2023_ball_collision,1.0.0,3.037019,0.1,0.8,49.550205,0.41226843446877326,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.5112398212348248,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,12.992086271687983,billiard_delta2_035,4.351677133081789,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10118914742327856,-0.051123982123482486,degree,44.48217111408977
billiard_delta2_036,domenech_2023_ball_collision,1.0.0,4.124529,0.1,0.8,50.519814,0.41288152097501424,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.5010193354404944,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,2.821218793954238,billiard_delta2_036,4.413592571117373,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10246052937717041,-0.05010193354404944,degree,44.48217111408977
billiard_delta2_037,domenech_2023_ball_collision,1.0.0,5.468422,0.1,0.8,51.481504,0.41350226840997995,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.49074058725456865,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-9.94602592003581,billiard_delta2_037,4.473748810016998,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10000709810933422,-0.049074058725456865,degree,44.48217111408977
billiard_delta2_038,domenech_2023_ball_collision,1.0.0,3.396071,0.1,0.8,51.48271,0.4135030547726932,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.4907276098648748,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,10.775932572387298,billiard_delta2_038,4.473823457781264,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10001477371368693,-0.04907276098648748,degree,44.48217111408977
billiard_delta2_039,domenech_2023_ball_collision,1.0.0,3.757985,0.1,0.8,53.393426,0.4147738183878203,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.46989778391850917,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,8.225167815673208,billiard_delta2_039,4.589571707674801,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10110270407981184,-0.04698977839185092,degree,44.48217111408977
billiard_delta2_040,domenech_2023_ball_collision,1.0.0,4.167724,0.1,0.8,54.416639,0.4154747658807625,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.4585268116506778,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,4.279250467624808,billiard_delta2_040,4.649459978583062,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.11257484978448784,-0.045852681165067785,degree,44.48217111408977
billiard_delta2_041,domenech_2023_ball_collision,1.0.0,3.743094,0.1,0.8,56.920713,0.4172501148299531,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.4300896763029265,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,10.466228384168845,billiard_delta2_041,4.789716838416885,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.1,-0.043008967630292654,degree,44.48217111408977
billiard_delta2_042,domenech_2023_ball_collision,1.0.0,4.778061,0.1,0.8,57.811125,0.41790184127915075,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.4197770264454314,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,0.593320034921917,billiard_delta2_042,4.837395649878599,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10000446030177855,-0.04197770264454315,degree,44.48217111408977
billiard_delta2_043,domenech_2023_ball_collision,1.0.0,5.13061,0.1,0.8,59.719335,0.41933443653566954,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.3973381525016718,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-1.9115925243617349,billiard_delta2_043,4.935622570239613,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10200261157931204,-0.039733815250167184,degree,44.48217111408977
billiard_delta2_044,domenech_2023_ball_collision,1.0.0,3.997965,0.1,0.8,61.221983,0.4204968061243038,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.3793569277846347,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,9.080261828884607,billiard_delta2_044,5.009124953789217,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.11135801729556791,-0.037935692778463474,degree,44.48217111408977
billiard_delta2_045,domenech_2023_ball_collision,1.0.0,6.156433,0.1,0.8,62.356557,0.42139429846951537,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.36560665962190625,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-10.933047324633757,billiard_delta2_045,5.062343953357366,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.1000717379295973,-0.036560665962190625,degree,44.48217111408977
billiard_delta2_046,domenech_2023_ball_collision,1.0.0,4.433768,0.1,0.8,62.359224,0.42139642818741685,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.36557416637688267,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,6.286985856180153,billiard_delta2_046,5.062466724631116,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10000002211124756,-0.036557416637688266,degree,44.48217111408977
billiard_delta2_047,domenech_2023_ball_collision,1.0.0,4.778036,0.1,0.8,64.798295,0.42338313766974195,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.3355352990721916,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,3.9207167273160324,billiard_delta2_047,5.170126117309595,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10000470438934361,-0.03355352990721916,degree,44.48217111408977
billiard_delta2_048,domenech_2023_ball_collision,1.0.0,5.579125,0.1,0.8,65.986034,0.42437855787314216,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.32068393639586623,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-3.599296711109685,billiard_delta2_048,5.219177868674272,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10000485100733865,-0.03206839363958663,degree,44.48217111408977
billiard_delta2_049,domenech_2023_ball_collision,1.0.0,4.777419,0.1,0.8,66.871758,0.4251326442925878,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.30951888527933274,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,4.768223578232513,billiard_delta2_049,5.254301399543455,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10001259205220112,-0.030951888527933277,degree,44.48217111408977
billiard_delta2_050,domenech_2023_ball_collision,1.0.0,5.098555,0.1,0.8,69.512374,0.42743966066333633,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.2758040052244897,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,2.512128282852809,billiard_delta2_050,5.351552777168786,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10071053253756532,-0.027580400522448974,degree,44.48217111408977
billiard_delta2_051,domenech_2023_ball_collision,1.0.0,6.504342,0.1,0.8,70.502099,0.4283267035192323,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.2630125927673086,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-11.19168682561204,billiard_delta2_051,5.385095006965547,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10000699720019596,-0.02630125927673086,degree,44.48217111408977
billiard_delta2_052,domenech_2023_ball_collision,1.0.0,5.468509,0.1,0.8,71.424469,0.42916415992547824,0.44800000000000006,spent,object_normal_deflection_angle_degrees,0.97,0.25102096323591566,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,-0.5359218673680682,billiard_delta2_052,5.4149135474119685,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d,sliding,immediate_post_impact,billiard_delta2,Fig. 5 experimental markers,0.10000609389432226,-0.025102096323591568,degree,44.48217111408977
separation_angle_mean,sudo_2002,1.0.0,85.05,0.1,0.98,30.0,0.6041719412797344,0.67228,spent,post_collision_separation_angle_degrees,0.97,0.8359743222731187,tests/physics_validation/reference_data/sudo_2002/normalized.csv,sha256:d520f588ece441234044cf98198eb0807eda1a5b17a0435a57693ba3376bd424,0.46062025397792183,separation_angle_mean,85.51062025397792,tests/physics_validation/reference_data/sudo_2002/raw_extracted.csv,sha256:ad55353fd502273384ee53d498d465e05c0921c37885351cd0e221c00f979bcf,sliding,immediate_post_impact,sudo_ball_collision,"PDF p.4 / article p.156, conclusion item 4",1.0,-0.08359743222731188,degree,23.16739033945821
table1_shot_01,mathavan_2009_high_speed,1.0.0,81.6,0.1,1.539,33.83,1.4955170666527429,1.6579647,spent,post_collision_cue_speed_cm_s,0.97,1.259260099875434,tests/physics_validation/reference_data/mathavan_2009_high_speed/normalized.csv,sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713,0.7259075375718006,table1_shot_01_cue_speed,86.21964725871297,tests/physics_validation/reference_data/mathavan_2009_high_speed/raw_extracted.csv,sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595,sliding,first_pure_roll_after_event,mathavan_velocity,Table I row 1,6.363961,-0.1259260099875434,cm/s,0.265030132760088
table1_shot_01,mathavan_2009_high_speed,1.0.0,83.6,0.1,1.539,33.83,1.4955170666527429,1.6579647,spent,post_collision_object_speed_cm_s,0.97,1.259260099875434,tests/physics_validation/reference_data/mathavan_2009_high_speed/normalized.csv,sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713,-0.15286292858152523,table1_shot_01_object_speed,82.62718628416138,tests/physics_validation/reference_data/mathavan_2009_high_speed/raw_extracted.csv,sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595,sliding,first_pure_roll_after_event,mathavan_velocity,Table I row 1,6.363961,-0.1259260099875434,cm/s,0.265030132760088
table1_shot_02,mathavan_2009_high_speed,1.0.0,52.0,0.1,1.032,26.36,0.6679222517322926,0.7455168,spent,post_collision_cue_speed_cm_s,0.97,0.9108242385591793,tests/physics_validation/reference_data/mathavan_2009_high_speed/normalized.csv,sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713,-0.6203587608598632,table1_shot_02_cue_speed,48.052061039879504,tests/physics_validation/reference_data/mathavan_2009_high_speed/raw_extracted.csv,sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595,sliding,first_pure_roll_after_event,mathavan_velocity,Table I row 2,6.363961,-0.09108242385591793,cm/s,0.265030132760088
table1_shot_02,mathavan_2009_high_speed,1.0.0,62.9,0.1,1.032,26.36,0.6679222517322926,0.7455168,spent,post_collision_object_speed_cm_s,0.97,0.9108242385591793,tests/physics_validation/reference_data/mathavan_2009_high_speed/normalized.csv,sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713,-0.5657080299251355,table1_shot_02_object_speed,59.299856160169604,tests/physics_validation/reference_data/mathavan_2009_high_speed/raw_extracted.csv,sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595,sliding,first_pure_roll_after_event,mathavan_velocity,Table I row 2,6.363961,-0.09108242385591793,cm/s,0.265030132760088
table1_shot_03,mathavan_2009_high_speed,1.0.0,92.5,0.1,1.364,40.52,1.183661698312855,1.3023472000000003,spent,post_collision_cue_speed_cm_s,0.97,1.021331188087083,tests/physics_validation/reference_data/mathavan_2009_high_speed/normalized.csv,sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713,-0.7727917677099329,table1_shot_03_cue_speed,87.58198332917293,tests/physics_validation/reference_data/mathavan_2009_high_speed/raw_extracted.csv,sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595,sliding,first_pure_roll_after_event,mathavan_velocity,Table I row 3,6.363961,-0.1021331188087083,cm/s,0.265030132760088
table1_shot_03,mathavan_2009_high_speed,1.0.0,70.0,0.1,1.364,40.52,1.183661698312855,1.3023472000000003,spent,post_collision_object_speed_cm_s,0.97,1.021331188087083,tests/physics_validation/reference_data/mathavan_2009_high_speed/normalized.csv,sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713,-0.38136796906687176,table1_shot_03_object_speed,67.57298911820922,tests/physics_validation/reference_data/mathavan_2009_high_speed/raw_extracted.csv,sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595,sliding,first_pure_roll_after_event,mathavan_velocity,Table I row 3,6.363961,-0.1021331188087083,cm/s,0.265030132760088
table1_shot_04,mathavan_2009_high_speed,1.0.0,127.5,0.1,1.731,46.5,1.921525962522653,2.0974527000000003,spent,post_collision_cue_speed_cm_s,0.97,1.1736686439679997,tests/physics_validation/reference_data/mathavan_2009_high_speed/normalized.csv,sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713,-0.6943562303276128,table1_shot_04_cue_speed,123.08114403008805,tests/physics_validation/reference_data/mathavan_2009_high_speed/raw_extracted.csv,sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595,sliding,first_pure_roll_after_event,mathavan_velocity,Table I row 4,6.363961,-0.11736686439679998,cm/s,0.265030132760088
