point_id,dataset_id,dataset_version,lifecycle,series_id,case_id,metric,sample_phase,impact_angle_degrees,incident_speed_m_s,expected,unit,standard_uncertainty,source_locator,normalized_path,normalized_sha256,raw_extracted_path,raw_extracted_sha256
billiard_alpha1_039,domenech_2023_ball_collision,1.0.0,spent,billiard_alpha1,billiard_alpha1_039,cue_scattering_angle_degrees,immediate_post_impact,60.267976,0.8,29.054943,degree,0.10000544953151304,Fig. 6 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_alpha1_040,domenech_2023_ball_collision,1.0.0,spent,billiard_alpha1,billiard_alpha1_040,cue_scattering_angle_degrees,immediate_post_impact,63.001400,0.8,27.817729,degree,0.10002789133036846,Fig. 6 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_alpha1_041,domenech_2023_ball_collision,1.0.0,spent,billiard_alpha1,billiard_alpha1_041,cue_scattering_angle_degrees,immediate_post_impact,63.096032,0.8,24.038148,degree,0.11746204708862348,Fig. 6 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_alpha1_042,domenech_2023_ball_collision,1.0.0,spent,billiard_alpha1,billiard_alpha1_042,cue_scattering_angle_degrees,immediate_post_impact,65.688823,0.8,22.990182,degree,0.12641633164370022,Fig. 6 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_alpha1_043,domenech_2023_ball_collision,1.0.0,spent,billiard_alpha1,billiard_alpha1_043,cue_scattering_angle_degrees,immediate_post_impact,66.658336,0.8,20.753007,degree,0.10028792966254714,Fig. 6 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_alpha1_044,domenech_2023_ball_collision,1.0.0,spent,billiard_alpha1,billiard_alpha1_044,cue_scattering_angle_degrees,immediate_post_impact,69.391627,0.8,20.370678,degree,0.10090660045804735,Fig. 6 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_alpha1_045,domenech_2023_ball_collision,1.0.0,spent,billiard_alpha1,billiard_alpha1_045,cue_scattering_angle_degrees,immediate_post_impact,70.546807,0.8,18.815298,degree,0.2020146114919661,Fig. 6 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_alpha1_046,domenech_2023_ball_collision,1.0.0,spent,billiard_alpha1,billiard_alpha1_046,cue_scattering_angle_degrees,immediate_post_impact,71.566311,0.8,20.654575,degree,0.1948135747586651,Fig. 6 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_alpha1_047,domenech_2023_ball_collision,1.0.0,spent,billiard_alpha1,billiard_alpha1_047,cue_scattering_angle_degrees,immediate_post_impact,72.287020,0.8,18.098242,degree,0.12031240507944307,Fig. 6 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_001,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_001,object_normal_deflection_angle_degrees,immediate_post_impact,7.716660,0.8,0.990626,degree,0.10007402736099913,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_002,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_002,object_normal_deflection_angle_degrees,immediate_post_impact,9.749083,0.8,0.945214,degree,0.10231402528001722,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_003,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_003,object_normal_deflection_angle_degrees,immediate_post_impact,10.599396,0.8,1.697166,degree,0.1007274092402361,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_004,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_004,object_normal_deflection_angle_degrees,immediate_post_impact,12.407309,0.8,1.341788,degree,0.10124378519691962,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_005,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_005,object_normal_deflection_angle_degrees,immediate_post_impact,14.294320,0.8,0.991,degree,0.1000603599084073,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_006,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_006,object_normal_deflection_angle_degrees,immediate_post_impact,14.947646,0.8,2.017206,degree,0.10000199078518389,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_007,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_007,object_normal_deflection_angle_degrees,immediate_post_impact,16.799788,0.8,1.93753,degree,0.11244538665614522,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_008,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_008,object_normal_deflection_angle_degrees,immediate_post_impact,17.938982,0.8,2.364035,degree,0.10002324975849365,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_009,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_009,object_normal_deflection_angle_degrees,immediate_post_impact,19.731645,0.8,1.681394,degree,0.10006802047107757,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_010,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_010,object_normal_deflection_angle_degrees,immediate_post_impact,20.567229,0.8,2.72421,degree,0.10143940449352018,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_011,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_011,object_normal_deflection_angle_degrees,immediate_post_impact,22.219341,0.8,2.360688,degree,0.10000708620017884,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_012,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_012,object_normal_deflection_angle_degrees,immediate_post_impact,23.988505,0.8,2.326433,degree,0.10231317944917948,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_013,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_013,object_normal_deflection_angle_degrees,immediate_post_impact,25.157919,0.8,3.0892,degree,0.10258899358118298,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_014,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_014,object_normal_deflection_angle_degrees,immediate_post_impact,25.995068,0.8,2.348309,degree,0.10091645718241402,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_015,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_015,object_normal_deflection_angle_degrees,immediate_post_impact,27.634272,0.8,2.707698,degree,0.10000132869242288,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_016,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_016,object_normal_deflection_angle_degrees,immediate_post_impact,27.918052,0.8,1.681073,degree,0.1000803481721062,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_017,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_017,object_normal_deflection_angle_degrees,immediate_post_impact,29.409710,0.8,3.510181,degree,0.10122587829206522,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_018,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_018,object_normal_deflection_angle_degrees,immediate_post_impact,29.718892,0.8,2.706183,degree,0.10000498988050548,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_019,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_019,object_normal_deflection_angle_degrees,immediate_post_impact,31.262992,0.8,3.396054,degree,0.1000150673448756,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_020,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_020,object_normal_deflection_angle_degrees,immediate_post_impact,31.542543,0.8,2.016322,degree,0.1000003187807419,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_021,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_021,object_normal_deflection_angle_degrees,immediate_post_impact,33.315133,0.8,3.358444,degree,0.10320845486683734,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_022,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_022,object_normal_deflection_angle_degrees,immediate_post_impact,34.138792,0.8,4.101753,degree,0.1008878388360064,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_023,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_023,object_normal_deflection_angle_degrees,immediate_post_impact,35.955875,0.8,3.728081,degree,0.10112074555821868,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_024,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_024,object_normal_deflection_angle_degrees,immediate_post_impact,36.052000,0.8,2.954959,degree,0.10000354896827414,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_025,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_025,object_normal_deflection_angle_degrees,immediate_post_impact,37.680392,0.8,4.060973,degree,0.10092224807370277,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_026,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_026,object_normal_deflection_angle_degrees,immediate_post_impact,38.515404,0.8,4.77772,degree,0.10000826863814813,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_027,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_027,object_normal_deflection_angle_degrees,immediate_post_impact,39.676912,0.8,3.743234,degree,0.1000000987012013,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_028,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_028,object_normal_deflection_angle_degrees,immediate_post_impact,40.327093,0.8,4.777524,degree,0.10001098101708633,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_029,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_029,object_normal_deflection_angle_degrees,immediate_post_impact,42.297319,0.8,4.762452,degree,0.10136083248597558,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_030,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_030,object_normal_deflection_angle_degrees,immediate_post_impact,44.229335,0.8,3.052486,degree,0.1,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_031,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_031,object_normal_deflection_angle_degrees,immediate_post_impact,45.144403,0.8,5.113917,degree,0.10005846490927194,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_032,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_032,object_normal_deflection_angle_degrees,immediate_post_impact,46.717490,0.8,3.307786,degree,0.11117036756258387,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_033,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_033,object_normal_deflection_angle_degrees,immediate_post_impact,47.855737,0.8,3.745101,degree,0.10002014825148982,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_034,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_034,object_normal_deflection_angle_degrees,immediate_post_impact,48.740707,0.8,4.779466,degree,0.10000106029562889,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_035,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_035,object_normal_deflection_angle_degrees,immediate_post_impact,49.550205,0.8,3.037019,degree,0.10118914742327856,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_036,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_036,object_normal_deflection_angle_degrees,immediate_post_impact,50.519814,0.8,4.124529,degree,0.10246052937717041,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_037,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_037,object_normal_deflection_angle_degrees,immediate_post_impact,51.481504,0.8,5.468422,degree,0.10000709810933422,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_038,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_038,object_normal_deflection_angle_degrees,immediate_post_impact,51.482710,0.8,3.396071,degree,0.10001477371368693,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_039,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_039,object_normal_deflection_angle_degrees,immediate_post_impact,53.393426,0.8,3.757985,degree,0.10110270407981184,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_040,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_040,object_normal_deflection_angle_degrees,immediate_post_impact,54.416639,0.8,4.167724,degree,0.11257484978448784,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_041,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_041,object_normal_deflection_angle_degrees,immediate_post_impact,56.920713,0.8,3.743094,degree,0.1,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
