dataset_id,dataset_version,series_id,group_id,incident_speed_cm_s,fit_subset,rigid_cushion_domain,case_id,scenario_id,point_id,partition,metric,unit,prediction,prediction_nonfinite,experimental_value,signed_error,acceptance_lower,acceptance_upper,measurement_uncertainty,digitization_uncertainty,conversion_uncertainty,combined_standard_uncertainty,coverage_factor,engineering_absolute_tolerance,engineering_relative_tolerance,group_rmse,group_maximum_absolute_error,source_locator,pool_applicability,status,trace_path,build_id,replay_command,package_hashes,missing_evidence,resolution_condition
mathavan_2009_high_speed,1.0.0,surface_friction,rolling_summary,,,,rolling_deceleration,mathavan_2009_high_speed__rolling_deceleration,rolling_deceleration_range,CALIBRATION,rolling_deceleration_cm_s2,cm/s^2,12.499999813735489,,12.5,-1.8626451137038202e-07,12.4,12.6,0.1,0.0,0.0,0.1,1.0,0.0,0.0,1.8626451137038202e-07,1.8626451137038202e-07,Fig. 6 and p. 790,TREND_ONLY,PASSED,/private/tmp/billiardgl-surface-calibration/traces/mathavan_2009_high_speed__rolling_deceleration.json,sha256:c57f09dd3902e8bc0f0249b8cf3477a7e244ce8803ba2d651eba818c2c10b347,python3 -m tools.physics_validation.reference_run --executable /private/tmp/billiardgl-phase3/Billiards --package /Users/bytedance/Projects/github/BilliardGL/.worktrees/physics-validation-foundation/tests/physics_validation/reference_data/mathavan_2009_high_speed --output /private/tmp/billiardgl-surface-calibration --case rolling_deceleration,"{""digitization"": ""sha256:e56296055723a362d6c76eedf78575fdd4aa5256bbe991dcbf97f899c1803a38"", ""expected_model_mismatches"": ""sha256:6cd1d7a4b9945d20ea84f0fe7a90baa470439c93dc23582321c06b47f34e0ec2"", ""expected_reference_limitations"": ""sha256:e30de04907d415da9546a5047c852567fba0f7fe93d1bf9bc8e7a61b09eb690c"", ""extraction"": ""sha256:80783aa8cda71d51809fc944a73589e00ae0d419a3a5f987ab8c8b37270905d3"", ""normalized"": ""sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713"", ""raw_extracted"": ""sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595"", ""scenario_template"": ""sha256:1eb0b98c09fac87fc5da5d4eae9d5afaa53c4651d81d9ab21a949e189322002f"", ""split"": ""sha256:8de458316b0adc94bd717d3f8239c8af89c4c9d7cd0e79ddbb0e90ee56f272ba""}",,
mathavan_2009_high_speed,1.0.0,oblique_ball_collision,table1_mid,,,,table1_shot_01,mathavan_2009_high_speed__table1_shot_01,table1_shot_01_cue_speed,CALIBRATION,post_collision_linear_velocity_cm_s,cm/s,92.19439697265625,,81.6,10.594396972656256,75.23603899999999,87.963961,6.363961,0.0,0.0,6.363961,1.0,0.0,0.0,6.342275112030796,10.594396972656256,Table I row 1,TREND_ONLY,MODEL_MISMATCH_KNOWN,/private/tmp/billiardgl-surface-calibration/traces/mathavan_2009_high_speed__table1_shot_01.json,sha256:c57f09dd3902e8bc0f0249b8cf3477a7e244ce8803ba2d651eba818c2c10b347,python3 -m tools.physics_validation.reference_run --executable /private/tmp/billiardgl-phase3/Billiards --package /Users/bytedance/Projects/github/BilliardGL/.worktrees/physics-validation-foundation/tests/physics_validation/reference_data/mathavan_2009_high_speed --output /private/tmp/billiardgl-surface-calibration --case table1_shot_01,"{""digitization"": ""sha256:e56296055723a362d6c76eedf78575fdd4aa5256bbe991dcbf97f899c1803a38"", ""expected_model_mismatches"": ""sha256:6cd1d7a4b9945d20ea84f0fe7a90baa470439c93dc23582321c06b47f34e0ec2"", ""expected_reference_limitations"": ""sha256:e30de04907d415da9546a5047c852567fba0f7fe93d1bf9bc8e7a61b09eb690c"", ""extraction"": ""sha256:80783aa8cda71d51809fc944a73589e00ae0d419a3a5f987ab8c8b37270905d3"", ""normalized"": ""sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713"", ""raw_extracted"": ""sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595"", ""scenario_template"": ""sha256:1eb0b98c09fac87fc5da5d4eae9d5afaa53c4651d81d9ab21a949e189322002f"", ""split"": ""sha256:8de458316b0adc94bd717d3f8239c8af89c4c9d7cd0e79ddbb0e90ee56f272ba""}",,
mathavan_2009_high_speed,1.0.0,oblique_ball_collision,table1_mid,,,,table1_shot_01,mathavan_2009_high_speed__table1_shot_01,table1_shot_01_object_speed,CALIBRATION,post_collision_linear_velocity_cm_s,cm/s,90.38423156738281,,83.6,6.784231567382818,77.23603899999999,89.963961,6.363961,0.0,0.0,6.363961,1.0,0.0,0.0,6.342275112030796,10.594396972656256,Table I row 1,TREND_ONLY,MODEL_MISMATCH_KNOWN,/private/tmp/billiardgl-surface-calibration/traces/mathavan_2009_high_speed__table1_shot_01.json,sha256:c57f09dd3902e8bc0f0249b8cf3477a7e244ce8803ba2d651eba818c2c10b347,python3 -m tools.physics_validation.reference_run --executable /private/tmp/billiardgl-phase3/Billiards --package /Users/bytedance/Projects/github/BilliardGL/.worktrees/physics-validation-foundation/tests/physics_validation/reference_data/mathavan_2009_high_speed --output /private/tmp/billiardgl-surface-calibration --case table1_shot_01,"{""digitization"": ""sha256:e56296055723a362d6c76eedf78575fdd4aa5256bbe991dcbf97f899c1803a38"", ""expected_model_mismatches"": ""sha256:6cd1d7a4b9945d20ea84f0fe7a90baa470439c93dc23582321c06b47f34e0ec2"", ""expected_reference_limitations"": ""sha256:e30de04907d415da9546a5047c852567fba0f7fe93d1bf9bc8e7a61b09eb690c"", ""extraction"": ""sha256:80783aa8cda71d51809fc944a73589e00ae0d419a3a5f987ab8c8b37270905d3"", ""normalized"": ""sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713"", ""raw_extracted"": ""sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595"", ""scenario_template"": ""sha256:1eb0b98c09fac87fc5da5d4eae9d5afaa53c4651d81d9ab21a949e189322002f"", ""split"": ""sha256:8de458316b0adc94bd717d3f8239c8af89c4c9d7cd0e79ddbb0e90ee56f272ba""}",,
mathavan_2009_high_speed,1.0.0,oblique_ball_collision,table1_mid,,,,table1_shot_02,mathavan_2009_high_speed__table1_shot_02,table1_shot_02_cue_speed,CALIBRATION,post_collision_linear_velocity_cm_s,cm/s,51.41551971435547,,52.0,-0.5844802856445312,45.636039,58.363961,6.363961,0.0,0.0,6.363961,1.0,0.0,0.0,6.342275112030796,10.594396972656256,Table I row 2,TREND_ONLY,PASSED,/private/tmp/billiardgl-surface-calibration/traces/mathavan_2009_high_speed__table1_shot_02.json,sha256:c57f09dd3902e8bc0f0249b8cf3477a7e244ce8803ba2d651eba818c2c10b347,python3 -m tools.physics_validation.reference_run --executable /private/tmp/billiardgl-phase3/Billiards --package /Users/bytedance/Projects/github/BilliardGL/.worktrees/physics-validation-foundation/tests/physics_validation/reference_data/mathavan_2009_high_speed --output /private/tmp/billiardgl-surface-calibration --case table1_shot_02,"{""digitization"": ""sha256:e56296055723a362d6c76eedf78575fdd4aa5256bbe991dcbf97f899c1803a38"", ""expected_model_mismatches"": ""sha256:6cd1d7a4b9945d20ea84f0fe7a90baa470439c93dc23582321c06b47f34e0ec2"", ""expected_reference_limitations"": ""sha256:e30de04907d415da9546a5047c852567fba0f7fe93d1bf9bc8e7a61b09eb690c"", ""extraction"": ""sha256:80783aa8cda71d51809fc944a73589e00ae0d419a3a5f987ab8c8b37270905d3"", ""normalized"": ""sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713"", ""raw_extracted"": ""sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595"", ""scenario_template"": ""sha256:1eb0b98c09fac87fc5da5d4eae9d5afaa53c4651d81d9ab21a949e189322002f"", ""split"": ""sha256:8de458316b0adc94bd717d3f8239c8af89c4c9d7cd0e79ddbb0e90ee56f272ba""}",,
mathavan_2009_high_speed,1.0.0,oblique_ball_collision,table1_mid,,,,table1_shot_02,mathavan_2009_high_speed__table1_shot_02,table1_shot_02_object_speed,CALIBRATION,post_collision_linear_velocity_cm_s,cm/s,64.41299438476562,,62.9,1.5129943847656264,56.536039,69.263961,6.363961,0.0,0.0,6.363961,1.0,0.0,0.0,6.342275112030796,10.594396972656256,Table I row 2,TREND_ONLY,PASSED,/private/tmp/billiardgl-surface-calibration/traces/mathavan_2009_high_speed__table1_shot_02.json,sha256:c57f09dd3902e8bc0f0249b8cf3477a7e244ce8803ba2d651eba818c2c10b347,python3 -m tools.physics_validation.reference_run --executable /private/tmp/billiardgl-phase3/Billiards --package /Users/bytedance/Projects/github/BilliardGL/.worktrees/physics-validation-foundation/tests/physics_validation/reference_data/mathavan_2009_high_speed --output /private/tmp/billiardgl-surface-calibration --case table1_shot_02,"{""digitization"": ""sha256:e56296055723a362d6c76eedf78575fdd4aa5256bbe991dcbf97f899c1803a38"", ""expected_model_mismatches"": ""sha256:6cd1d7a4b9945d20ea84f0fe7a90baa470439c93dc23582321c06b47f34e0ec2"", ""expected_reference_limitations"": ""sha256:e30de04907d415da9546a5047c852567fba0f7fe93d1bf9bc8e7a61b09eb690c"", ""extraction"": ""sha256:80783aa8cda71d51809fc944a73589e00ae0d419a3a5f987ab8c8b37270905d3"", ""normalized"": ""sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713"", ""raw_extracted"": ""sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595"", ""scenario_template"": ""sha256:1eb0b98c09fac87fc5da5d4eae9d5afaa53c4651d81d9ab21a949e189322002f"", ""split"": ""sha256:8de458316b0adc94bd717d3f8239c8af89c4c9d7cd0e79ddbb0e90ee56f272ba""}",,
