case_id,pocket_kind,normalized_offset,offset_cm,angle_deg,speed_cm_s,topspin_rad_s,sidespin_rad_s,jaw_side,mouth_width_cm,throat_width_cm,jaw_radius_cm,throat_depth_cm,capture_depth_cm,ball_radius_cm,mouth_passable,throat_passable,expected_outcome,mirror_key
pocket_scan_00631,corner,0,0,-30,500,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|0|0|1
pocket_scan_00632,corner,0,0,-30,500,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|20|0|1
pocket_scan_00633,corner,0,0,-30,500,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|20|0|1
pocket_scan_00634,corner,0,0,-30,500,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|-20|0|1
pocket_scan_00635,corner,0,0,-30,500,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|-20|0|1
pocket_scan_00636,corner,0,0,-30,500,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|0|20|1
pocket_scan_00637,corner,0,0,-30,500,0,20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|0|20|1
pocket_scan_00638,corner,0,0,-30,500,0,-20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|0|20|1
pocket_scan_00639,corner,0,0,-30,500,0,-20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|0|20|1
pocket_scan_00640,corner,0,0,-15,25,0,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|0|0|1
pocket_scan_00641,corner,0,0,-15,25,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|0|0|1
pocket_scan_00642,corner,0,0,-15,25,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|20|0|1
pocket_scan_00643,corner,0,0,-15,25,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|20|0|1
pocket_scan_00644,corner,0,0,-15,25,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|-20|0|1
pocket_scan_00645,corner,0,0,-15,25,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|-20|0|1
pocket_scan_00646,corner,0,0,-15,25,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|0|20|1
pocket_scan_00647,corner,0,0,-15,25,0,20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|0|20|1
pocket_scan_00648,corner,0,0,-15,25,0,-20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|0|20|1
pocket_scan_00649,corner,0,0,-15,25,0,-20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|0|20|1
pocket_scan_00650,corner,0,0,-15,100,0,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|0|0|1
pocket_scan_00651,corner,0,0,-15,100,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|0|0|1
pocket_scan_00652,corner,0,0,-15,100,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|20|0|1
pocket_scan_00653,corner,0,0,-15,100,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|20|0|1
pocket_scan_00654,corner,0,0,-15,100,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|-20|0|1
pocket_scan_00655,corner,0,0,-15,100,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|-20|0|1
pocket_scan_00656,corner,0,0,-15,100,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|0|20|1
pocket_scan_00657,corner,0,0,-15,100,0,20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|0|20|1
pocket_scan_00658,corner,0,0,-15,100,0,-20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|0|20|1
pocket_scan_00659,corner,0,0,-15,100,0,-20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|0|20|1
pocket_scan_00660,corner,0,0,-15,250,0,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|0|0|1
pocket_scan_00661,corner,0,0,-15,250,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|0|0|1
pocket_scan_00662,corner,0,0,-15,250,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|20|0|1
pocket_scan_00663,corner,0,0,-15,250,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|20|0|1
pocket_scan_00664,corner,0,0,-15,250,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|-20|0|1
pocket_scan_00665,corner,0,0,-15,250,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|-20|0|1
pocket_scan_00666,corner,0,0,-15,250,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|0|20|1
pocket_scan_00667,corner,0,0,-15,250,0,20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|0|20|1
pocket_scan_00668,corner,0,0,-15,250,0,-20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|0|20|1
pocket_scan_00669,corner,0,0,-15,250,0,-20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|0|20|1
pocket_scan_00670,corner,0,0,-15,500,0,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|0|0|1
pocket_scan_00671,corner,0,0,-15,500,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|0|0|1
pocket_scan_00672,corner,0,0,-15,500,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|20|0|1
pocket_scan_00673,corner,0,0,-15,500,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|20|0|1
pocket_scan_00674,corner,0,0,-15,500,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|-20|0|1
pocket_scan_00675,corner,0,0,-15,500,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|-20|0|1
pocket_scan_00676,corner,0,0,-15,500,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|0|20|1
pocket_scan_00677,corner,0,0,-15,500,0,20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|0|20|1
pocket_scan_00678,corner,0,0,-15,500,0,-20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|0|20|1
pocket_scan_00679,corner,0,0,-15,500,0,-20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|0|20|1
pocket_scan_00680,corner,0,0,0,25,0,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|25|0|0|1
pocket_scan_00681,corner,0,0,0,25,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|25|0|0|1
pocket_scan_00682,corner,0,0,0,25,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|25|20|0|1
pocket_scan_00683,corner,0,0,0,25,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|25|20|0|1
pocket_scan_00684,corner,0,0,0,25,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|25|-20|0|1
pocket_scan_00685,corner,0,0,0,25,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|25|-20|0|1
pocket_scan_00686,corner,0,0,0,25,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|25|0|20|1
pocket_scan_00687,corner,0,0,0,25,0,20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|25|0|20|1
pocket_scan_00688,corner,0,0,0,25,0,-20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|25|0|20|1
pocket_scan_00689,corner,0,0,0,25,0,-20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|25|0|20|1
pocket_scan_00690,corner,0,0,0,100,0,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|100|0|0|1
pocket_scan_00691,corner,0,0,0,100,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|100|0|0|1
pocket_scan_00692,corner,0,0,0,100,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|100|20|0|1
pocket_scan_00693,corner,0,0,0,100,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|100|20|0|1
pocket_scan_00694,corner,0,0,0,100,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|100|-20|0|1
pocket_scan_00695,corner,0,0,0,100,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|100|-20|0|1
pocket_scan_00696,corner,0,0,0,100,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|100|0|20|1
pocket_scan_00697,corner,0,0,0,100,0,20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|100|0|20|1
pocket_scan_00698,corner,0,0,0,100,0,-20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|100|0|20|1
pocket_scan_00699,corner,0,0,0,100,0,-20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|100|0|20|1
pocket_scan_00700,corner,0,0,0,250,0,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|250|0|0|1
pocket_scan_00701,corner,0,0,0,250,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|250|0|0|1
pocket_scan_00702,corner,0,0,0,250,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|250|20|0|1
pocket_scan_00703,corner,0,0,0,250,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|250|20|0|1
pocket_scan_00704,corner,0,0,0,250,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|250|-20|0|1
pocket_scan_00705,corner,0,0,0,250,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|250|-20|0|1
pocket_scan_00706,corner,0,0,0,250,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|250|0|20|1
pocket_scan_00707,corner,0,0,0,250,0,20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|250|0|20|1
pocket_scan_00708,corner,0,0,0,250,0,-20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|250|0|20|1
pocket_scan_00709,corner,0,0,0,250,0,-20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|250|0|20|1
pocket_scan_00710,corner,0,0,0,500,0,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|500|0|0|1
pocket_scan_00711,corner,0,0,0,500,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|500|0|0|1
pocket_scan_00712,corner,0,0,0,500,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|500|20|0|1
pocket_scan_00713,corner,0,0,0,500,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|500|20|0|1
pocket_scan_00714,corner,0,0,0,500,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|500|-20|0|1
pocket_scan_00715,corner,0,0,0,500,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|500|-20|0|1
pocket_scan_00716,corner,0,0,0,500,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|500|0|20|1
pocket_scan_00717,corner,0,0,0,500,0,20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|500|0|20|1
pocket_scan_00718,corner,0,0,0,500,0,-20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|500|0|20|1
pocket_scan_00719,corner,0,0,0,500,0,-20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|0|500|0|20|1
pocket_scan_00720,corner,0,0,15,25,0,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|0|0|1
pocket_scan_00721,corner,0,0,15,25,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|0|0|1
pocket_scan_00722,corner,0,0,15,25,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|20|0|1
pocket_scan_00723,corner,0,0,15,25,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|20|0|1
pocket_scan_00724,corner,0,0,15,25,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|-20|0|1
pocket_scan_00725,corner,0,0,15,25,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|-20|0|1
pocket_scan_00726,corner,0,0,15,25,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|0|20|1
pocket_scan_00727,corner,0,0,15,25,0,20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|0|20|1
pocket_scan_00728,corner,0,0,15,25,0,-20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|0|20|1
pocket_scan_00729,corner,0,0,15,25,0,-20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|25|0|20|1
pocket_scan_00730,corner,0,0,15,100,0,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|0|0|1
pocket_scan_00731,corner,0,0,15,100,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|0|0|1
pocket_scan_00732,corner,0,0,15,100,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|20|0|1
pocket_scan_00733,corner,0,0,15,100,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|20|0|1
pocket_scan_00734,corner,0,0,15,100,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|-20|0|1
pocket_scan_00735,corner,0,0,15,100,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|-20|0|1
pocket_scan_00736,corner,0,0,15,100,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|0|20|1
pocket_scan_00737,corner,0,0,15,100,0,20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|0|20|1
pocket_scan_00738,corner,0,0,15,100,0,-20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|0|20|1
pocket_scan_00739,corner,0,0,15,100,0,-20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|100|0|20|1
pocket_scan_00740,corner,0,0,15,250,0,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|0|0|1
pocket_scan_00741,corner,0,0,15,250,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|0|0|1
pocket_scan_00742,corner,0,0,15,250,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|20|0|1
pocket_scan_00743,corner,0,0,15,250,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|20|0|1
pocket_scan_00744,corner,0,0,15,250,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|-20|0|1
pocket_scan_00745,corner,0,0,15,250,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|-20|0|1
pocket_scan_00746,corner,0,0,15,250,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|0|20|1
pocket_scan_00747,corner,0,0,15,250,0,20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|0|20|1
pocket_scan_00748,corner,0,0,15,250,0,-20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|0|20|1
pocket_scan_00749,corner,0,0,15,250,0,-20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|250|0|20|1
pocket_scan_00750,corner,0,0,15,500,0,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|0|0|1
pocket_scan_00751,corner,0,0,15,500,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|0|0|1
pocket_scan_00752,corner,0,0,15,500,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|20|0|1
pocket_scan_00753,corner,0,0,15,500,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|20|0|1
pocket_scan_00754,corner,0,0,15,500,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|-20|0|1
pocket_scan_00755,corner,0,0,15,500,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|-20|0|1
pocket_scan_00756,corner,0,0,15,500,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|0|20|1
pocket_scan_00757,corner,0,0,15,500,0,20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|0|20|1
pocket_scan_00758,corner,0,0,15,500,0,-20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|0|20|1
pocket_scan_00759,corner,0,0,15,500,0,-20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|15|500|0|20|1
pocket_scan_00760,corner,0,0,30,25,0,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|25|0|0|1
pocket_scan_00761,corner,0,0,30,25,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|25|0|0|1
pocket_scan_00762,corner,0,0,30,25,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|25|20|0|1
pocket_scan_00763,corner,0,0,30,25,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|25|20|0|1
pocket_scan_00764,corner,0,0,30,25,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|25|-20|0|1
pocket_scan_00765,corner,0,0,30,25,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|25|-20|0|1
pocket_scan_00766,corner,0,0,30,25,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|25|0|20|1
pocket_scan_00767,corner,0,0,30,25,0,20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|25|0|20|1
pocket_scan_00768,corner,0,0,30,25,0,-20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|25|0|20|1
pocket_scan_00769,corner,0,0,30,25,0,-20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|25|0|20|1
pocket_scan_00770,corner,0,0,30,100,0,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|100|0|0|1
pocket_scan_00771,corner,0,0,30,100,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|100|0|0|1
pocket_scan_00772,corner,0,0,30,100,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|100|20|0|1
pocket_scan_00773,corner,0,0,30,100,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|100|20|0|1
pocket_scan_00774,corner,0,0,30,100,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|100|-20|0|1
pocket_scan_00775,corner,0,0,30,100,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|100|-20|0|1
pocket_scan_00776,corner,0,0,30,100,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|100|0|20|1
pocket_scan_00777,corner,0,0,30,100,0,20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|100|0|20|1
pocket_scan_00778,corner,0,0,30,100,0,-20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|100|0|20|1
pocket_scan_00779,corner,0,0,30,100,0,-20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|100|0|20|1
pocket_scan_00780,corner,0,0,30,250,0,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|250|0|0|1
pocket_scan_00781,corner,0,0,30,250,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|250|0|0|1
pocket_scan_00782,corner,0,0,30,250,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|250|20|0|1
pocket_scan_00783,corner,0,0,30,250,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|250|20|0|1
pocket_scan_00784,corner,0,0,30,250,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|250|-20|0|1
pocket_scan_00785,corner,0,0,30,250,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|250|-20|0|1
pocket_scan_00786,corner,0,0,30,250,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|250|0|20|1
pocket_scan_00787,corner,0,0,30,250,0,20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|250|0|20|1
pocket_scan_00788,corner,0,0,30,250,0,-20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|250|0|20|1
pocket_scan_00789,corner,0,0,30,250,0,-20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|250|0|20|1
pocket_scan_00790,corner,0,0,30,500,0,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|0|0|1
pocket_scan_00791,corner,0,0,30,500,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|0|0|1
pocket_scan_00792,corner,0,0,30,500,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|20|0|1
pocket_scan_00793,corner,0,0,30,500,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|20|0|1
pocket_scan_00794,corner,0,0,30,500,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|-20|0|1
pocket_scan_00795,corner,0,0,30,500,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|-20|0|1
pocket_scan_00796,corner,0,0,30,500,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|0|20|1
pocket_scan_00797,corner,0,0,30,500,0,20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|0|20|1
pocket_scan_00798,corner,0,0,30,500,0,-20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|0|20|1
pocket_scan_00799,corner,0,0,30,500,0,-20,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0|30|500|0|20|1
pocket_scan_00800,corner,0.40000000000000002,1.4969999999999999,-30,25,0,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0.40000000000000002|30|25|0|0|1
pocket_scan_00801,corner,0.40000000000000002,1.4969999999999999,-30,25,0,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0.40000000000000002|30|25|0|0|1
pocket_scan_00802,corner,0.40000000000000002,1.4969999999999999,-30,25,20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0.40000000000000002|30|25|20|0|1
pocket_scan_00803,corner,0.40000000000000002,1.4969999999999999,-30,25,20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0.40000000000000002|30|25|20|0|1
pocket_scan_00804,corner,0.40000000000000002,1.4969999999999999,-30,25,-20,0,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0.40000000000000002|30|25|-20|0|1
pocket_scan_00805,corner,0.40000000000000002,1.4969999999999999,-30,25,-20,0,1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0.40000000000000002|30|25|-20|0|1
pocket_scan_00806,corner,0.40000000000000002,1.4969999999999999,-30,25,0,20,-1,13.199999999999999,11,1.2,4,6,2.8574999999999999,True,True,capture,corner|0.40000000000000002|30|25|0|20|1
